id,isbn,isbn13,title,num_pages,partOf_series,series_id,publisher,publication_year,avg_rating,ratings_cnt,author_id,date_added,start_date,finish_date,myRating,myReview,readStatus
3515110056,0140285601,9780140285604,Cat's Cradle,179,,,Penguin,1999,4.16,337505,2778055,2020-08-25,,,0,,to-read
3515109696,0446692786,9780446692786,Brag!: The Art of Tooting Your Own Horn without Blowing It,224,,,Grand Central Publishing,2004,3.67,1212,232366,2020-08-25,,,0,,to-read
3515109228,034547063X,9780345470638,"Black House (The Talisman, #2)",688,,,Ballantine Books,2003,4.01,53672,3389,2020-08-25,,,0,,to-read
3515109043,0385480016,9780385480017,Bird by Bird: Some Instructions on Writing and Life,237,,,Anchor,1995,4.23,77483,7113,2020-08-25,,,0,,to-read
3515108481,067102423X,9780671024239,Bag of Bones,736,,,Simon & Schuster Inc,1999,3.90,172295,3389,2020-08-25,,,0,,to-read
3515107122,0961454733,9780961454739,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,122,,,Image Continuum Press - Image Continuum Press,2001,3.73,70578,109289,2020-08-25,,,0,,to-read
3515106857,0061474096,9780061474095,Anathem,937,,,William Morrow,2008,4.19,60906,545,2020-08-25,,,0,,to-read
3515106508,0060926910,9780060926915,An Intimate History of Humanity,496,,,Harper Perennial,1995,4.11,1343,28129,2020-08-25,,,0,,to-read
3515106207,0571225365,9780571225361,An Artist of the Floating World,206,,,Faber and Faber,2005,3.76,22614,4280,2020-08-25,,,0,,to-read
3515105708,0380789035,9780380789030,American Gods (American Gods #1),592,,,HarperTorch,2002,4.11,752380,1221698,2020-08-25,,2020-08-01,0,,read
3515105337,0393356140,9780393356144,Alone on the Wall,336,,,W. W. Norton  Company,2018,3.87,7017,14035655,2020-08-25,,,0,,to-read
3515105081,0060741872,9780060741877,"Alas, Babylon",323,,,Harper Perennial Modern Classics,2005,4.08,38751,21475,2020-08-25,,,0,,to-read
3515104761,0785213066,9780785213062,A Million Miles in a Thousand Years: What I Learned While Editing My Life,,,,Thomas Nelson,2009,4.16,24883,4829,2020-08-25,,,0,,to-read
3515104485,0553213970,9780553213973,"Journey to the Center of the Earth (Extraordinary Voyages, #3)",240,,,Bantam,2006,3.86,151869,696805,2020-08-25,,,0,,to-read
3515104090,0812515285,9780812515282,"A Fire Upon the Deep (Zones of Thought, #1)",613,,,Tor Science Fiction,2010,4.14,51111,44037,2020-08-25,,,0,,to-read
3515103878,0143037242,9780143037248,A Field Guide to Getting Lost,209,,,Penguin Books,2006,3.94,12793,15811,2020-08-25,,,0,,to-read
3515103686,0099910101,9780099910107,A Farewell to Arms,293,,,Arrow Books,2004,3.81,261830,1455,2020-08-25,,,0,,to-read
3515103497,0393341763,9780393341768,A Clockwork Orange,240,,,W. W. Norton & Company,2019,3.99,597288,5735,2020-08-25,,,0,,to-read
3515103104,0060892994,9780060892999,"A Canticle for Leibowitz (St. Leibowitz, #1)",334,,,HarperCollins EOS,2006,3.97,92008,6025722,2020-08-25,,,0,,to-read
3515102792,0451457994,9780451457998,"2001: A Space Odyssey (Space Odyssey, #1)",297,,,Roc,2000,4.15,257071,7779,2020-08-25,,,0,,to-read
3515102495,0439227151,9780439227155,"20,000 Leagues Under the Sea",448,,,Scholastic Paperbacks,2003,3.89,196848,696805,2020-08-25,,,0,,to-read
3515100207,0060502932,9780060502935,"Going Postal (Discworld, #33; Moist von Lipwig, #1)",394,,,HarperTorch,2005,4.38,101909,1654,2020-08-25,,2019-01-01,0,,read
3515099933,0345404475,9780345404473,"Do Androids Dream of Electric Sheep? (Blade Runner, #1)",244,,,Del Rey / Ballantine Books,1996,4.08,342429,4764,2020-08-25,,2018-01-01,0,,read
3515099637,0061928127,9780061928123,Beautiful Ruins,337,,,Harper,2012,3.68,156261,12667,2020-08-25,,2018-01-01,0,,read
3515099147,0553448129,9780553448122,Artemis,305,,,Crown,2017,3.66,172042,6540057,2020-08-25,,2018-01-01,0,,read
3515098285,1542047196,9781542047197,A River in Darkness:  One Man's Escape from North Korea,159,,,Amazon Crossing,2018,4.26,39622,16612158,2020-08-25,,2018-01-01,0,,read
3515098036,0544272994,9780544272996,What If? Serious Scientific Answers to Absurd Hypothetical Questions,303,,,Houghton Mifflin Harcourt,2014,4.15,125243,3089156,2020-08-25,,2017-01-01,0,,read
3515097823,038039586X,9780380395866,"Watership Down (Watership Down, #1)",478,,,Avon Books,1975,4.06,430539,7717,2020-08-25,,2017-01-01,5,A very enjoyable story with really great character development,read
3515097639,0375759239,9780375759239,The War of the Worlds,192,,,Modern Library,2002,3.83,242959,880695,2020-08-25,,2017-01-01,0,,read
3515097401,1477824243,9781477824245,The Naturalist (The Naturalist #1),380,,,Thomas & Mercer,2017,4.04,40246,378554,2020-08-25,,2017-01-01,0,,read
3515097197,,,The Long Run,61,,,,2011,3.68,3387,4805000,2020-08-25,,2017-01-01,0,,read
3515096900,9780345534,,The Hobbit,305,,,,,4.27,2873356,656983,2020-08-25,,2017-01-01,0,,read
3515096515,,,"The Handmaid's Tale (The Handmaid's Tale, #1)",,,,,,4.11,1444410,3472,2020-08-25,,2017-01-01,0,,read
3515096233,0385351399,9780385351393,The Circle,493,,,Knopf,2013,3.43,182351,3371,2020-08-25,,2017-01-01,0,,read
3515096061,1784970093,9781784970093,"The Atlantis Gene (The Origin Mystery, #1)",538,,,Head of Zeus,2015,3.73,65116,3087199,2020-08-25,,2017-01-01,0,,read
3515095176,0393339912,9780393339918,Packing for Mars: The Curious Science of Life in the Void,334,,,W. W. Norton  Company,2011,3.94,50006,7956,2020-08-25,,2017-01-01,0,,read
3515094901,1477820280,9781477820285,P.S. from Paris,288,,,Amazon Crossing,2017,3.71,27132,61788,2020-08-25,,2017-01-01,0,,read
3515094729,0385539002,9780385539005,Future Crimes,393,,,Doubleday,2015,3.93,3622,7456960,2020-08-25,,2017-01-01,0,,read
3515094519,1101904224,9781101904220,Dark Matter,342,,,Crown,2016,4.10,254622,442240,2020-08-25,,2017-01-01,0,,read
3515094332,0330514016,9780330514019,Childhood's End,256,,,Tor Books,2010,4.11,128934,7779,2020-08-25,,2017-01-01,0,,read
3515094103,0374115249,9780374115241,"Borne (Borne, #1)",336,,,"MCD / Farrar, Straus and Giroux",2017,3.93,23959,33919,2020-08-25,,2017-01-01,0,,read
3515092831,0751504386,9780751504385,Skeleton Crew,612,,,Warner Books,1993,3.96,108160,3389,2020-08-25,,2018-01-01,0,,read
3515092620,0375507779,9780375507779,"The Talisman (The Talisman, #1)",656,,,,2001,4.13,107265,3389,2020-08-25,,2017-01-01,0,,read
3515092473,1982110562,9781982110567,The Institute,561,,,Scribner,2019,4.20,121254,3389,2020-08-25,,2020-03-01,0,,read
3515092184,1501180983,9781501180989,The Outsider,561,,,Scribner,2018,3.98,184389,3389,2020-08-25,,2019-01-01,0,,read
3515092109,045057458X,9780450574580,Needful Things,790,,,Hodder & Stoughton Ltd,1992,3.92,207907,3389,2020-08-25,,,0,,to-read
3515091373,0307348245,9780307348241,Cujo,432,,,Plaza y Janés,2006,3.73,225829,3389,2020-08-25,,2017-01-01,0,,read
3515090946,0451933028,9780451933027,The Green Mile,592,,,Penguin Signet,1996,4.45,247178,3389,2020-08-25,,,0,,to-read
3515090908,1501156705,9781501156700,Pet Sematary,542,,,Pocket Books,2017,4.00,420176,3389,2020-08-25,,2019-01-01,0,,read
3515090912,0450031063,9780450031069,'Salem's Lot,483,,,New English Library,1991,4.03,330676,3389,2020-08-25,,2018-01-01,0,,read
3515090864,1451627289,9781451627282,11/22/63,849,,,Scribner,2011,4.31,416633,3389,2020-08-25,,,0,,to-read
3515090791,0450411435,9780450411434,It,1116,,,New English Library,1987,4.24,794112,3389,2020-08-25,,2018-01-01,0,,read
3515090729,1416524304,9781416524304,Carrie,253,,,Pocket Books,2005,3.96,515147,3389,2020-08-25,,,0,,read
3515090708,0450417395,9780450417399,Misery,370,,,New English Library,1988,4.17,493461,3389,2020-08-25,,2018-01-01,0,,read
3515090679,0385199570,9780385199575,The Stand,1153,,,Doubleday Books,1990,4.34,611169,3389,2020-08-25,,2016-01-01,0,,read
3515090097,1444761188,9781444761184,"Doctor Sleep (The Shining, #2)",485,,,Hodder Paperbacks,2015,4.12,193148,3389,2020-08-25,,2019-10-01,0,,read
3515089990,0450040186,9780450040184,The Shining,659,,,New English Library (Hodder & Stoughton),1980,4.23,1116122,3389,2020-08-25,,2016-01-01,0,,read
3515089564,0345453743,9780345453747,"The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5)",815,,,Del Rey Books,2002,4.36,284999,4,2020-08-25,,2016-01-01,0,,read
3515089039,0451155750,9780451155757,The Dead Zone,402,,,Signet/New American Library,1980,3.93,178919,3389,2020-08-25,,2016-01-01,0,,read
3515088860,0061142026,9780061142024,Stardust,248,,,Harper Perennial,2006,4.09,355143,1221698,2020-08-25,,2016-01-01,0,,read
3515088406,,,Shift (Silo Trilogy Book 2),,,,,,4.32,179,3064305,2020-08-25,,2016-01-01,0,,read
3515088375,,,"Wool Omnibus (Silo, #1)",509,,,Broad Reach Publishing,2012,4.22,157727,3064305,2020-08-25,,2016-01-01,0,,read
3515086871,0743200403,9780743200400,One Up On Wall Street: How to Use What You Already Know to Make Money in the Market,304,,,Simon  Schuster,2000,4.22,20246,18237,2020-08-25,,2016-01-01,0,,read
3515086411,0143035746,9780143035749,The Liars' Club,320,,,Penguin Books,2005,3.93,58760,8865,2020-08-25,,2015-01-01,0,,read
3515085535,1880418622,9781880418628,"The Dark Tower (The Dark Tower, #7)",845,,,Donald M. Grant Publishers,2004,4.27,142574,3389,2020-08-25,,2016-01-01,0,,read
3515085502,1416521496,,"Song of Susannah (The Dark Tower, #6)",544,,,Pocket Books,2006,3.98,131206,3389,2020-08-25,,2016-01-01,0,,read
3515085479,141651693X,9781416516934,"Wolves of the Calla (The Dark Tower, #5)",931,,,Pocket Books,2006,4.17,154659,3389,2020-08-25,,2016-01-01,0,,read
3515084738,0062409859,9780062409850,Go Set a Watchman,278,,,HarperCollins,2015,3.31,230363,1825,2020-08-25,,2015-01-01,0,,read
3515084318,0062285688,9780062285683,"Four: A Divergent Story Collection (Divergent, #0.1-0.4)",208,,,HarperCollins Publishers,2014,4.04,159604,4039811,2020-08-25,,2014-01-01,0,,read
3515083588,0553293389,9780553293388,Foundation's Edge (Foundation #4),450,,,Bantam/Spectra,2010,4.13,68410,16667,2020-08-25,,2013-01-01,0,,read
3515083170,0812550706,9780812550702,"Ender's Game (Ender's Saga, #1)",324,,,Macmillan Audio,2004,4.30,1122833,589,2020-08-25,,2015-01-01,0,,read
3515077765,0316098329,9780316098328,Room,352,,,Back Bay Books,2011,4.06,710470,23613,2020-08-25,,2013-01-01,0,,read
3515076062,030726999X,9780307269997,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",566,,,Knopf,2010,4.22,642003,706255,2020-08-25,,2012-01-01,0,,read
3515076019,0307269981,9780307269980,"The Girl Who Played with Fire (Millennium, #2)",503,,,Alfred A. Knopf,2009,4.24,805491,706255,2020-08-25,,2012-01-01,0,,read
3515075977,0307454541,9780307454546,"The Girl with the Dragon Tattoo (Millennium, #1)",590,,,Vintage Crime/Black Lizard,2009,4.14,2591312,706255,2020-08-25,,2012-01-01,0,,read
3515075066,0553565079,9780553565072,Forward the Foundation (Foundation: Prequel #2),464,,,Bantam/Spectra,1994,4.16,44169,16667,2020-08-25,,2014-01-01,0,,read
3515074196,0316010669,9780316010665,Blink: The Power of Thinking Without Thinking,296,,,Back Bay Books,2007,3.94,483612,1439,2020-08-25,,2011-01-01,0,,read
3515074035,0307265439,9780307265432,The Road,241,,,Alfred A. Knopf,2006,3.97,711964,4178,2020-08-25,,2010-01-01,0,,read
3515073675,1400032814,9781400032815,Diary,262,,,Anchor,2004,3.61,72173,2546,2020-08-25,,2010-01-01,0,,read
3515073226,0385533039,9780385533034,"Doomed (Damned, #2)",336,,,Doubleday,2013,3.29,11646,2546,2020-08-25,,2010-01-01,0,,read
3515072739,0385517882,9780385517881,Snuff,208,,,Doubleday,2008,3.20,55499,2546,2020-08-25,,2010-01-01,0,,read
3515072602,0099437961,9780099437963,Lullaby,260,,,Vintage,2003,3.73,90567,2546,2020-08-25,,2010-01-01,0,,read
3515072564,1400032822,9781400032822,Haunted,419,,,Anchor,2006,3.57,91317,2546,2020-08-25,,2010-01-01,0,,read
3515071349,0385671105,9780385671101,"Damned (Damned, #1)",256,,,Doubleday Canada,2011,3.38,47254,2546,2020-08-25,,2010-01-01,0,,read
3515070244,0393355934,9780393355932,Survivor,304,,,W. W. Norton  Company,2018,3.91,106893,2546,2020-08-25,,2009-01-01,0,,read
3515069103,1780810342,9781780810348,"Bill Bryson Series Collection: Troublesome Words, Mother Tongue: The Story Of The English Language, Icons Of England, Made In America & At Home",,,,,,4.12,24,7,2020-08-25,,2009-01-01,0,,read
3515068606,0393355950,9780393355956,Invisible Monsters,304,,,W. W. Norton  Company,2018,3.98,127486,2546,2020-08-25,,2009-01-01,0,,read
3515066716,1439550417,9781439550410,To Kill a Mockingbird,376,,,Warner Books,1982,4.28,4467080,1825,2020-08-25,,2008-01-01,0,,read
3515066157,0965818675,9780965818674,The Time Traveler's Wife,540,,,MacAdam/Cage,2003,3.97,1565598,498072,2020-08-25,,2008-01-01,0,,read
3515065447,0684801523,9780684801520,The Great Gatsby,216,,,Scribner,1995,3.92,3749744,3190,2020-08-25,,2008-01-01,0,,read
3515064063,0142000671,9780142000670,Of Mice and Men,103,,,Penguin Books,2002,3.88,1931085,585,2020-08-25,,2008-01-01,0,,read
3515063704,0385486804,9780385486804,Into the Wild,207,,,Anchor Books,1997,3.99,873435,1235,2020-08-25,,2008-01-01,0,,read
3515062881,0439139597,9780439139595,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",734,,,Arthur A. Levine Books / Scholastic Inc.,2000,4.56,2572102,1077326,2020-08-25,,2008-01-01,0,,read
3515062843,0439784549,9780439784542,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",652,,,Arthur A. Levine Books / Scholastic Inc.,2005,4.57,2417383,1077326,2020-08-25,,2008-01-01,0,,read
3515062815,0545010225,9780545010221,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",759,,,Arthur A. Levine Books / Scholastic Inc.,2007,4.62,2786534,1077326,2020-08-25,,2008-01-01,0,,read
3515062723,0439358078,9780439358071,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",870,,,Scholastic Inc.,2004,4.50,2486166,1077326,2020-08-25,,2008-01-01,0,,read
3515062697,043965548X,9780439655484,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",435,,,Scholastic Inc.,2004,4.57,2778785,1077326,2020-08-25,,2008-01-01,0,,read
3515062669,0590353403,9780590353403,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",309,,,Arthur A. Levine Books / Scholastic Inc.,1998,4.47,6980065,1077326,2020-08-25,,2008-01-01,0,,read
3515061958,0439064864,9780439064866,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",341,,,Arthur A. Levine Books / Scholastic Inc.,1999,4.43,2699475,1077326,2020-08-25,,2008-01-01,0,,read
3515060324,0143131842,9780143131847,Frankenstein: The 1818 Text,288,,,Penguin Classics,2018,3.81,1153204,11139,2020-08-25,,2008-01-01,0,,read
3515059545,0156030306,9780156030304,Flowers for Algernon,311,,,Harvest Books,2005,4.14,474957,11072,2020-08-25,,2008-01-01,0,,read
3515057731,0451526341,9780451526342,Animal Farm,141,,,Signet Classics,1996,3.95,2716886,3706,2020-08-25,,2008-01-01,0,,read
3515055919,0451524934,9780451524935,1984,328,,,Signet Classic,2003,4.18,3109461,3706,2020-08-25,,2008-01-01,0,,read
1352784036,0439023491,9780439023498,"Catching Fire (The Hunger Games, #2)",391,,,Scholastic Press,2009,4.29,2493084,153394,2015-08-02,,2013-01-01,5,,read
1352783955,0439023513,9780439023511,"Mockingjay (The Hunger Games, #3)",390,,,Scholastic Press,2010,4.04,2330614,153394,2015-08-02,,2014-01-01,5,,read
1352783859,0439023483,9780439023481,"The Hunger Games (The Hunger Games, #1)",374,,,Scholastic Press,2008,4.33,6335206,153394,2015-08-02,,2014-01-01,5,,read
1352783320,0307266303,9780307266309,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",287,,,Knopf,2009,4.29,166992,133538,2015-08-02,,2016-01-01,5,,read
1352782193,0156007754,9780156007757,Blindness,326,,,Houghton Mifflin Harcourt Publishing Company,1999,4.13,198402,1285555,2015-08-02,,2016-01-01,5,,read
1352782001,0618711651,9780618711659,Extremely Loud & Incredibly Close,326,,,Mariner Books,2006,3.97,378347,2617,2015-08-02,,2009-01-01,5,,read
1352781795,0060529709,9780060529703,Everything Is Illuminated,276,,,Harper Perennial,2003,3.90,163866,2617,2015-08-02,,2009-01-01,4,,read
1352780878,0060920084,9780060920081,The Lost Continent: Travels in Small Town America,299,,,William Morrow Paperbacks,1990,3.82,51097,7,2015-08-02,,2010-01-01,4,,read
1352780511,076791936X,9780767919364,The Life and Times of the Thunderbolt Kid,288,,,Broadway Books,2006,3.94,56608,7,2015-08-02,,2009-01-01,5,,read
1352780331,076790818X,9780767908184,A Short History of Nearly Everything,544,,,Broadway Books,2004,4.20,294723,7,2015-08-02,,2010-01-01,4,,read
1352779960,0965904830,9780965904834,Dress Your Family in Corduroy and Denim,257,,,"Little, Brown & Co.",2004,4.10,243556,2849,2015-08-02,,2011-01-01,4,,read
1352779774,0316777730,9780316777735,Naked,304,,,Back Bay Books,1998,4.09,236431,2849,2015-08-02,,2011-01-01,4,,read
1352779668,0349113912,9780349113913,Me Talk Pretty One Day,272,,,"Little, Brown and Company",2001,3.99,615569,2849,2015-08-02,,2011-01-01,4,,read
1352779471,031242681X,9780312426811,Possible Side Effects,291,,,Picador USA,2007,3.99,44725,3058,2015-08-02,,2009-01-01,4,,read
1352779264,0312342020,9780312342029,A Wolf at the Table,242,,,St. Martin's Press,2008,3.73,26202,3058,2015-08-02,,2009-01-01,4,,read
1352779130,0312423799,9780312423797,Dry,293,,,Picador USA,2004,4.03,84141,3058,2015-08-02,,2009-01-01,4,,read
1352779011,031242227X,9780312422271,Running with Scissors,304,,,Picador USA,2003,3.73,349835,3058,2015-08-02,,2009-01-01,4,,read
1352777620,0060929871,9780060929879,Brave New World,288,,,HarperPerennial / Perennial Classics,1998,3.99,1430590,3487,2015-08-02,,2008-01-01,3,,read
1352777335,0007491565,9780007491568,Fahrenheit 451,227,,,Harper Voyager,2013,3.99,1664953,1630,2015-08-02,,2008-01-01,4,,read
1352776915,038560310X,9780385603102,House of Leaves,705,,,Random House,2000,4.06,128851,13974,2015-08-02,,2009-01-01,5,,read
1352776674,0316769177,9780316769174,The Catcher in the Rye,277,,,Back Bay Books,2001,3.81,2719322,819789,2015-08-02,,2008-01-01,5,,read
1352773998,0684833395,9780684833392,"Catch-22 (Catch-22, #1)",453,,,Simon & Schuster,2004,3.98,719311,3167,2015-08-02,,2008-01-01,4,,read
1352771777,1439167176,9781439167175,"Maphead: Charting the Wide, Weird World of Geography Wonks",276,,,Scribner,2011,3.86,6831,45003,2015-08-02,,2013-01-01,2,,read
1352771536,0062060554,9780062060556,Before I Go to Sleep,359,,,Harper,2011,3.89,287745,4470653,2015-08-02,,2015-08-02,5,,read
1352771277,0060589469,9780060589462,"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",540,,,HarperTorch,2006,3.77,197823,401,2015-08-02,,2015-08-02,1,,read
1352769948,0385537859,9780385537858,"Inferno (Robert Langdon, #4)",463,,,Doubleday,2013,3.85,466007,630,2015-08-02,,2013-01-01,4,,read
1352769855,0312995423,9780312995423,Digital Fortress,431,,,St. Martin's Paperbacks,,3.66,558689,630,2015-08-02,,2011-01-01,3,,read
